Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1558216800.0 136.854 NA 246 462 0 NA NA NA 393 758 0 NA NA NA 4141 16043 1653 NA NA NA 2519 6952 2341 NA NA
1558216800.0 136.858 NA 239 371 0 NA NA NA 369 539 0 NA NA NA 2182 3369 1255 NA NA NA 2388 2591 1548 NA NA
1558216800.0 136.864 NA 253 500 0 NA NA NA 406 848 0 NA NA NA 4488 23289 1647 NA NA NA 2539 8340 2145 NA NA
1558216800.0 136.8643 NA 278 522 0 NA NA NA 385 760 0 NA NA NA 3826 21513 1441 NA NA NA 2049 7526 1884 NA NA
1558216800.0 136.865 NA 258 516 0 NA NA NA 396 862 0 NA NA NA 4185 23195 1659 NA NA NA 2585 8781 1906 NA NA
1558216800.0 136.89 NA 255 472 0 NA NA NA 406 728 0 NA NA NA 4506 18969 1690 NA NA NA 2529 7186 1980 NA NA
1558216800.0 136.896 NA 260 474 0 NA NA NA 400 673 0 NA NA NA 3555 19019 1518 NA NA NA 2028 6899 1888 NA NA
1558216800.0 1362.17 74 171 362 0 NA NA 151 548 580 0 NA NA 5908 725 2413 1161 NA NA 5527 516 2461 1477 NA NA
1558216800.0 1363.17 79 169 383 0 NA NA 153 558 582 0 NA NA 5550 940 2019 1125 NA NA 4422 678 2390 1446 NA NA
1558216800.0 140.52 NA 270 221 0 NA NA NA 388 340 0 NA NA NA 2192 1834 384 NA NA NA 1414 1999 959 NA NA
1558216800.0 144.6 NA 291 NA NA NA NA NA 436 NA NA NA NA NA 3097 NA NA NA NA NA 2952 NA NA NA NA
1558216800.0 148.0 165 233 509 0 NA NA 243 601 691 0 NA NA 14123 1414 11767 1023 NA NA 15177 1309 5723 1339 NA NA
1558216800.0 2.0 111 110 205 NA NA NA 216 585 334 NA NA NA 2918 538 1540 NA NA NA 1609 392 1688 NA NA NA
1558216800.0 200.0 NA 176 357 0 NA NA NA 604 514 0 NA NA NA 839 2138 512 NA NA NA 1452 3478 1017 NA NA
1558216800.0 2017.11 373 0 129 NA NA NA 727 0 217 NA NA NA 1574 358 1175 NA NA NA 1367 591 1939 NA NA NA
1558216800.0 2017.4 361 0 125 NA NA NA 728 0 211 NA NA NA 1256 347 1030 NA NA NA 1297 724 1470 NA NA NA
1558216800.0 2017.5 369 0 126 NA NA NA 683 0 206 NA NA NA 1247 343 1026 NA NA NA 1859 568 1376 NA NA NA
1558216800.0 2017.6 375 0 131 NA NA NA 727 0 223 NA NA NA 1368 349 1056 NA NA NA 1821 607 1181 NA NA NA
1558216800.0 250199.0 279 NA NA NA NA NA 569 NA NA NA NA NA 3424 NA NA NA NA NA 2179 NA NA NA NA NA
1558216800.0 250203.17 NA 381 490 0 NA NA NA 691 704 0 NA NA NA 13362 3308 977 NA NA NA 8355 2722 1114 NA NA
